소상공인_상호명,업종,광고회사_이름,광고_키워드,유사도점수
행복중심서울생협북가좌매장,종합소매점,매드커뮤니케이션즈,식제품,20.8
행복중심서울생협북가좌매장,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
행복중심서울생협북가좌매장,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
행복중심서울생협북가좌매장,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
행복중심서울생협북가좌매장,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
별산솔어린이집,학원기타,한피알,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,피터팬랩,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,오브라운,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,오리콤,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,오길비코리아한회사,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,한컴,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,이스트마케팅그룹,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,포엠미디어,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.2
별산솔어린이집,학원기타,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.2
메르디앙베이커리,식품가공/제조,그레이월드와이드코리아,sns,12.1
메르디앙베이커리,식품가공/제조,메이트인디펜던스,sns,12.1
메르디앙베이커리,식품가공/제조,붐커뮤니케이션,sns,12.1
메르디앙베이커리,식품가공/제조,스푼식회사,sns,12.1
메르디앙베이커리,식품가공/제조,캐러트코리아,sns,12.1
메르디앙베이커리,식품가공/제조,케이이씨씨,sns,12.1
메르디앙베이커리,식품가공/제조,덴츠크리에이티브코리아,sns,12.1
메르디앙베이커리,식품가공/제조,TBWA KOREA,sns,12.1
메르디앙베이커리,식품가공/제조,인터콤어소시에이션,sns,12.1
메르디앙베이커리,식품가공/제조,코래드,sns,12.1
진성산업,광고/인쇄,오브라운,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,피터팬랩,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,오길비코리아한회사,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,이스트마케팅그룹,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,포엠미디어,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,한컴,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,오리콤,마케팅 브랜딩 조사,1.1
진성산업,광고/인쇄,한피알,마케팅 브랜딩 조사,1.1
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
짝태앤노가리,유흥주점,스푼식회사,sns,13.0
짝태앤노가리,유흥주점,메이트인디펜던스,sns,13.0
짝태앤노가리,유흥주점,그레이월드와이드코리아,sns,13.0
짝태앤노가리,유흥주점,덴츠크리에이티브코리아,sns,13.0
짝태앤노가리,유흥주점,코래드,sns,13.0
짝태앤노가리,유흥주점,인터콤어소시에이션,sns,13.0
짝태앤노가리,유흥주점,붐커뮤니케이션,sns,13.0
짝태앤노가리,유흥주점,케이이씨씨,sns,13.0
짝태앤노가리,유흥주점,캐러트코리아,sns,13.0
짝태앤노가리,유흥주점,TBWA KOREA,sns,13.0
한준규정형외과,병원,어비즈,의료,28.7
한준규정형외과,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
한준규정형외과,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
한준규정형외과,병원,어비즈,의료,28.7
한준규정형외과,병원,메디커뮤니케이션,의료,28.7
한준규정형외과,병원,참견,의료,28.7
한준규정형외과,병원,메디커뮤니케이션,의료,28.7
한준규정형외과,병원,참견,의료,28.7
한준규정형외과,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
한준규정형외과,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
위드피플즈,가전제품도매,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,오길비코리아한회사,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,오브라운,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,한컴,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,오리콤,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,한피알,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,이스트마케팅그룹,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,피터팬랩,마케팅 브랜딩 조사,1.3
위드피플즈,가전제품도매,포엠미디어,마케팅 브랜딩 조사,1.3
GS25명동성당점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25명동성당점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25명동성당점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25명동성당점,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
GS25명동성당점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25명동성당점,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
GS25명동성당점,종합소매점,한컴,마케팅 브랜딩 조사,3.0
GS25명동성당점,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
GS25명동성당점,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
GS25명동성당점,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
대구상회,청과물도매,오브라운,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,이스트마케팅그룹,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,포엠미디어,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,오길비코리아한회사,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,한컴,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,피터팬랩,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,오리콤,마케팅 브랜딩 조사,1.3
대구상회,청과물도매,한피알,마케팅 브랜딩 조사,1.3
세레니끄,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
세레니끄,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
이엔지에스텍,의약/의료품도매,피터팬랩,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,오브라운,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,포엠미디어,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,이스트마케팅그룹,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,오리콤,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,한컴,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,오길비코리아한회사,마케팅 브랜딩 조사,0.9
이엔지에스텍,의약/의료품도매,한피알,마케팅 브랜딩 조사,0.9
GS25양평역점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25양평역점,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
GS25양평역점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25양평역점,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
GS25양평역점,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25양평역점,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25양평역점,종합소매점,한컴,마케팅 브랜딩 조사,3.0
GS25양평역점,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
GS25양평역점,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
GS25양평역점,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
Valinch,음/식료품소매,스푼식회사,sns,15.1
Valinch,음/식료품소매,코래드,sns,15.1
Valinch,음/식료품소매,캐러트코리아,sns,15.1
Valinch,음/식료품소매,붐커뮤니케이션,sns,15.1
Valinch,음/식료품소매,메이트인디펜던스,sns,15.1
Valinch,음/식료품소매,인터콤어소시에이션,sns,15.1
Valinch,음/식료품소매,그레이월드와이드코리아,sns,15.1
Valinch,음/식료품소매,케이이씨씨,sns,15.1
Valinch,음/식료품소매,덴츠크리에이티브코리아,sns,15.1
Valinch,음/식료품소매,TBWA KOREA,sns,15.1
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25동작서림,종합소매점,포엠미디어,마케팅 브랜딩 조사,3.0
GS25동작서림,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25동작서림,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25동작서림,종합소매점,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,3.0
GS25동작서림,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25동작서림,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
GS25동작서림,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25동작서림,종합소매점,한컴,마케팅 브랜딩 조사,3.0
GS25동작서림,종합소매점,크리에이티브리퍼블릭,마케팅 브랜딩 조사,3.0
GS25동작서림,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
세븐일레븐,종합소매점,매드커뮤니케이션즈,식제품,20.8
잡이스,인력/고용/용역알선,피터팬랩,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,포엠미디어,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,한컴,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,한피알,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,오길비코리아한회사,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,오리콤,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,이스트마케팅그룹,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,오브라운,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.7
잡이스,인력/고용/용역알선,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.7
건설넷,건설업,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.2
건설넷,건설업,포엠미디어,마케팅 브랜딩 조사,1.2
건설넷,건설업,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.2
건설넷,건설업,오리콤,마케팅 브랜딩 조사,1.2
건설넷,건설업,오길비코리아한회사,마케팅 브랜딩 조사,1.2
건설넷,건설업,피터팬랩,마케팅 브랜딩 조사,1.2
건설넷,건설업,이스트마케팅그룹,마케팅 브랜딩 조사,1.2
건설넷,건설업,오브라운,마케팅 브랜딩 조사,1.2
건설넷,건설업,한피알,마케팅 브랜딩 조사,1.2
건설넷,건설업,한컴,마케팅 브랜딩 조사,1.2
리빙스톤치과,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
리빙스톤치과,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
리빙스톤치과,병원,참견,의료,28.7
리빙스톤치과,병원,메디커뮤니케이션,의료,28.7
리빙스톤치과,병원,메디커뮤니케이션,의료,28.7
리빙스톤치과,병원,어비즈,의료,28.7
리빙스톤치과,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
리빙스톤치과,병원,참견,의료,28.7
리빙스톤치과,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
리빙스톤치과,병원,어비즈,의료,28.7
고척성모의원,병원,어비즈,의료,28.7
고척성모의원,병원,참견,의료,28.7
고척성모의원,병원,참견,의료,28.7
고척성모의원,병원,메디커뮤니케이션,의료,28.7
고척성모의원,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
고척성모의원,병원,어비즈,의료,28.7
고척성모의원,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
고척성모의원,병원,메디커뮤니케이션,의료,28.7
고척성모의원,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
고척성모의원,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
파오파오,분식,캐러트코리아,sns,14.0
파오파오,분식,메이트인디펜던스,sns,14.0
파오파오,분식,그레이월드와이드코리아,sns,14.0
파오파오,분식,TBWA KOREA,sns,14.0
파오파오,분식,코래드,sns,14.0
파오파오,분식,붐커뮤니케이션,sns,14.0
파오파오,분식,스푼식회사,sns,14.0
파오파오,분식,케이이씨씨,sns,14.0
파오파오,분식,인터콤어소시에이션,sns,14.0
파오파오,분식,덴츠크리에이티브코리아,sns,14.0
네오파인즈,요업/목제품도매,포엠미디어,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,피터팬랩,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,오브라운,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,오길비코리아한회사,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,오리콤,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,한컴,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,이스트마케팅그룹,마케팅 브랜딩 조사,0.8
네오파인즈,요업/목제품도매,한피알,마케팅 브랜딩 조사,0.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
유내과의원,병원,참견,의료,28.7
유내과의원,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
유내과의원,병원,참견,의료,28.7
유내과의원,병원,어비즈,의료,28.7
유내과의원,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
유내과의원,병원,어비즈,의료,28.7
유내과의원,병원,메디커뮤니케이션,의료,28.7
유내과의원,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
유내과의원,병원,메디커뮤니케이션,의료,28.7
유내과의원,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
바리프드,곡물/종자도매,오브라운,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,포엠미디어,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,이스트마케팅그룹,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,피터팬랩,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,한컴,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,한피알,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,오리콤,마케팅 브랜딩 조사,0.9
바리프드,곡물/종자도매,오길비코리아한회사,마케팅 브랜딩 조사,0.9
우리마트,종합소매점,매드커뮤니케이션즈,식제품,20.8
우리마트,종합소매점,매드커뮤니케이션즈,식제품,20.8
우리마트,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
우리마트,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
우리마트,종합소매점,오길비코리아한회사,마케팅 브랜딩 조사,3.0
우리마트,종합소매점,오리콤,마케팅 브랜딩 조사,3.0
우리마트,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
우리마트,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
우리마트,종합소매점,매드커뮤니케이션즈,식제품,20.8
우리마트,종합소매점,매드커뮤니케이션즈,식제품,20.8
한아통상,무역업,지에스넷비전,교통/운송,35.8
한아통상,무역업,애드엑스포코리아,교통/운송,35.8
한아통상,무역업,제이원,교통/운송,35.8
한아통상,무역업,비아이지아이식회사,교통/운송,35.8
한아통상,무역업,아이소바코리아,교통/운송,35.8
한아통상,무역업,지수,교통/운송,35.8
한아통상,무역업,포비컴,교통/운송,35.8
한아통상,무역업,오브제길드,교통/운송,35.8
한아통상,무역업,스토리필름,교통/운송,35.8
한아통상,무역업,올윈커뮤니케이션즈,교통/운송,35.8
샷업,양식,덴츠크리에이티브코리아,sns,11.6
샷업,양식,인터콤어소시에이션,sns,11.6
샷업,양식,메이트인디펜던스,sns,11.6
샷업,양식,스푼식회사,sns,11.6
샷업,양식,케이이씨씨,sns,11.6
샷업,양식,그레이월드와이드코리아,sns,11.6
샷업,양식,TBWA KOREA,sns,11.6
샷업,양식,코래드,sns,11.6
샷업,양식,붐커뮤니케이션,sns,11.6
샷업,양식,캐러트코리아,sns,11.6
헵시바네추럴휴,이/미용/건강,피터팬랩,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,오길비코리아한회사,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,오리콤,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,포엠미디어,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,한컴,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,한피알,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,이스트마케팅그룹,마케팅 브랜딩 조사,1.6
헵시바네추럴휴,이/미용/건강,오브라운,마케팅 브랜딩 조사,1.6
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,매드커뮤니케이션즈,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
CU,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
로코스9,화장품/비누/세정제도매,어썸메이크,화장품,48.2
로코스9,화장품/비누/세정제도매,피디언,화장품,48.2
로코스9,화장품/비누/세정제도매,글로벌엔터피아,화장품,48.2
로코스9,화장품/비누/세정제도매,에이치앤코,화장품,48.2
로코스9,화장품/비누/세정제도매,맥브레인즈,화장품,48.2
로코스9,화장품/비누/세정제도매,케이모스트컴퍼니,화장품,48.2
로코스9,화장품/비누/세정제도매,에이블리커뮤니케이션즈,화장품,48.2
로코스9,화장품/비누/세정제도매,코드컴,화장품,48.2
로코스9,화장품/비누/세정제도매,인투크리에이티브그룹,화장품,48.2
로코스9,화장품/비누/세정제도매,엔투라지글로벌,화장품,48.2
마포세무서,국가/공공서비스,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,한컴,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,포엠미디어,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,이스트마케팅그룹,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,오리콤,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,오길비코리아한회사,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,오브라운,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,크리에이티브리퍼블릭,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,한피알,마케팅 브랜딩 조사,0.8
마포세무서,국가/공공서비스,피터팬랩,마케팅 브랜딩 조사,0.8
롯데리아,패스트푸드,케이이씨씨,sns,12.1
롯데리아,패스트푸드,붐커뮤니케이션,sns,12.1
롯데리아,패스트푸드,덴츠크리에이티브코리아,sns,12.1
롯데리아,패스트푸드,코래드,sns,12.1
롯데리아,패스트푸드,메이트인디펜던스,sns,12.1
롯데리아,패스트푸드,캐러트코리아,sns,12.1
롯데리아,패스트푸드,인터콤어소시에이션,sns,12.1
롯데리아,패스트푸드,TBWA KOREA,sns,12.1
롯데리아,패스트푸드,스푼식회사,sns,12.1
롯데리아,패스트푸드,그레이월드와이드코리아,sns,12.1
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
GS25,종합소매점,매드커뮤니케이션즈,식제품,20.8
연세인의원,병원,참견,의료,28.7
연세인의원,병원,어비즈,의료,28.7
연세인의원,병원,디젤커뮤니케이션,"미디어,콘텐츠 제작",11.1
연세인의원,병원,참견,의료,28.7
연세인의원,병원,브레이커스커뮤니케이션스,"미디어,콘텐츠 제작",11.1
연세인의원,병원,소망커뮤니케이션,"미디어,콘텐츠 제작",11.1
연세인의원,병원,에이엠에스미디어,"미디어,콘텐츠 제작",11.1
연세인의원,병원,메디커뮤니케이션,의료,28.7
연세인의원,병원,메디커뮤니케이션,의료,28.7
연세인의원,병원,어비즈,의료,28.7
관악교통,버스운송,오길비코리아한회사,마케팅 브랜딩 조사,1.2
관악교통,버스운송,한피알,마케팅 브랜딩 조사,1.2
관악교통,버스운송,피터팬랩,마케팅 브랜딩 조사,1.2
관악교통,버스운송,한컴,마케팅 브랜딩 조사,1.2
관악교통,버스운송,미디어브랜즈코리아식회사,마케팅 브랜딩 조사,1.2
관악교통,버스운송,크리에이티브리퍼블릭,마케팅 브랜딩 조사,1.2
관악교통,버스운송,오리콤,마케팅 브랜딩 조사,1.2
관악교통,버스운송,오브라운,마케팅 브랜딩 조사,1.2
관악교통,버스운송,이스트마케팅그룹,마케팅 브랜딩 조사,1.2
관악교통,버스운송,포엠미디어,마케팅 브랜딩 조사,1.2
GS25,종합소매점,식회사 퀸즈코퍼레이션,식제품,20.8
